"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","uncertainty [nm]"
332.0,1.0,319083.5804825682,504279.9921294454,1001.5837921487971,4983.680677337571,67.57182067648772
334.0,1.0,321159.5860533535,812567.1934926688,1084.654230174412,4192.459564231493,35.89173355916737
336.0,1.0,324490.6200826036,85215.37338299469,992.2610504844199,5454.768142093488,28.97950202253472
345.0,1.0,333731.9283479296,811357.5507159933,1003.468180506461,5076.882474382158,35.97422454140965
346.0,1.0,335049.83180182346,92772.34148726643,1032.4023507937934,5692.85329625239,40.39856106908345
351.0,1.0,343388.21250683407,1066540.730344121,1004.7983089104862,5541.786398009594,33.16015214332593
353.0,1.0,346084.22833230474,1056036.2643942365,1023.395813622391,5369.303864813513,34.75285238634584
354.0,1.0,347107.8622683789,1076754.0355653686,1043.4475702125026,5837.203254162645,39.66978687209283
355.0,1.0,349761.88838755316,519104.48136035836,1002.7298576931029,5772.218576687475,35.803567372733426
359.0,1.0,352925.09806764027,248461.36514003208,1009.4188188822426,5523.513541236096,32.92960824797505
360.0,1.0,353701.53614089935,528809.5974263445,1019.2291820857711,6089.427499193035,44.81327755787448
361.0,1.0,352987.4709905101,1193156.1785494615,1031.6335798383457,5362.068736040315,41.20092191136694
365.0,1.0,355497.74506271596,1059237.3221092063,1019.5396151191987,5580.63181840047,41.042055360054015
366.0,1.0,355399.9306673565,1201604.8899281817,1080.8255103225622,5580.014958240167,37.7812414620954
367.0,1.0,357394.9093432904,1149480.5592959214,1005.3035211384496,5494.886903469855,37.67187695787183
369.0,1.0,358749.5326661303,259293.26909045994,1056.788153234178,6235.554435244083,46.536248066248405
372.0,1.0,364524.3889464018,649902.8183036953,1007.5814719540871,5805.547314033902,32.42870434604954
378.0,1.0,368118.9046823153,1156298.2824836122,1095.8579216983865,5659.1565485173405,44.090766552102245
383.0,1.0,372522.0345153733,161357.95018911135,945.1665319433382,5361.490604915323,155.15166288593565
385.0,1.0,375224.6132258567,164852.3143715916,985.9173939526288,5290.648089976961,200.20812538028096
387.0,1.0,375840.51147613826,959589.0454266324,1092.5428149552008,3134.96604889384,64.1830463022004
389.0,1.0,376247.420550801,651628.2734734192,1045.9263483961342,6508.544187375451,33.639831378571984
390.0,1.0,378398.4070267058,262423.1767048915,988.9210879456878,5750.722564734448,41.246616935090984
392.0,1.0,381608.3206352862,134141.40153295803,1001.3109956188559,5454.1739991553295,30.672770911303235
394.0,1.0,381558.27841493563,963173.3250176349,979.2592179091178,5387.610884649371,31.25209943817453
396.0,1.0,384368.3841210085,265977.27209551877,944.1293734759148,5170.749254332639,45.06799559793471
397.0,1.0,383384.55177545204,772781.4180714949,1034.947710050096,5695.618316829505,43.208718096867706
398.0,1.0,385055.5182913541,973073.3839172559,1054.479314906183,6468.762994760586,38.99040206953893
399.0,1.0,388325.69982025604,258681.32886130238,979.8213817318889,5507.493161052858,30.828338710928833
400.0,1.0,389224.90282879764,221642.9499817219,1025.3910035473298,5580.644403097895,35.14673478843042
402.0,1.0,389923.55026335106,776868.3327039514,981.7290081581597,5415.355139338397,31.453066124982758
405.0,1.0,391195.3780085849,126537.56519687817,986.3272532259056,5383.515541413892,32.45658809128212
406.0,1.0,390346.6017753219,959474.8992658099,1040.9333456040288,6311.443734547227,34.2141391891138
407.0,1.0,391589.95982919884,481288.3065793557,1006.3173939668003,6014.521444302546,30.98780634211894
412.0,1.0,396841.87654434104,231887.81112270395,1246.188087156856,2333.2800044903584,75.4098290358174
415.0,1.0,397929.7607887055,785815.2656287742,1045.5060119786563,6453.4544846540375,34.297840522618145
418.0,1.0,399677.051108964,472822.477840636,1046.2780416359421,6299.584114519868,36.18144489108525
419.0,1.0,400564.33494672994,949068.6701758363,1083.0222240207984,3487.093863410271,50.800640177205786
421.0,1.0,404827.035363329,955023.3117159068,1022.6759576112105,5853.142266377835,33.54067564856566
433.0,1.0,424001.11870005075,607622.2801467391,1412.4827330979883,2660.6996838293367,79.16040233119156
435.0,1.0,426125.45623973996,15067.819391661134,986.3455548899066,5476.546772716765,33.88614807179742
436.0,1.0,428379.5278395299,216475.52010825378,994.2366547647135,3628.4730819297156,40.18043696088517
437.0,1.0,430916.7582041248,564251.3521566648,1006.3896943690066,6082.762542214061,30.828596364363637
438.0,1.0,432479.29106967,589090.3192902964,1025.3687316882788,6733.825061814536,41.333499883667635
439.0,1.0,432184.45946263423,607506.4887751145,1014.2118638976143,5942.905439254636,34.367894799282276
442.0,1.0,433006.0116788978,7910.917794489414,948.7557266011052,5082.37793430447,30.83978332254435
443.0,1.0,432817.4866780168,230364.86288042372,1027.0409241619434,5639.609151047117,35.16133105058569
444.0,1.0,435242.47221623186,686898.495678858,1053.4276271372564,4409.299766243507,40.15623721289905
445.0,1.0,436264.004180982,570870.4459879646,1051.7158598579338,6534.939594105099,31.603204309135222
447.0,1.0,437731.3028558219,1087818.6903709231,1078.2943624904506,5802.969414733401,39.03988564134584
449.0,1.0,441342.0188612256,474750.601699156,1105.6781816667715,7280.925957744932,58.033093518906995
450.0,1.0,440843.4476214378,479561.7853595698,1086.8872641497255,6501.148635227577,68.49976594937115
451.0,1.0,441562.0986286891,589284.4177786,989.5573458202371,6196.837592409289,35.493571255454064
452.0,1.0,441774.5870015812,608985.7618422138,979.4677129853902,5859.960644568536,28.46921931214329
455.0,1.0,445140.6379762041,539898.0882770208,1001.6090732290547,6127.92935471417,32.89888816345569
456.0,1.0,445954.23678895616,1080882.957948072,1034.3352151137062,5589.624869227923,41.799909004184535
460.0,1.0,448602.5351535545,552393.0032204476,1057.17018002491,6446.301822593699,36.661963400839404
461.0,1.0,449644.9481298945,686684.982556656,996.8314896394348,6022.774250199895,37.27442099112147
464.0,1.0,450640.92000766494,1142895.723195783,1008.3177258947572,5296.502576359963,169.00551056677114
467.0,1.0,454139.533380883,1140048.2237499498,959.2642827426348,4561.953132068166,192.37416521999623
471.0,1.0,459293.44656844845,823552.654569591,1497.352970580063,2908.873157780169,101.52738265836292
472.0,1.0,459224.549748755,1084943.7642854801,1007.87689258805,5503.283487127297,38.47558706557608
475.0,1.0,461736.1601360789,1097963.5393654671,992.117478591158,5303.647212635186,38.60870771149355
480.0,1.0,465843.0507589855,820793.5093208968,1065.1896983326951,6450.36908145616,34.34019338653179
481.0,1.0,466987.49056032277,231279.84485528793,1055.5729600976688,6068.520519263417,36.77229140179088
483.0,1.0,468464.6049455189,249311.79094536408,964.5908529824353,5617.361083726395,27.82490348279664
484.0,1.0,468239.4336010844,690966.6550485347,1553.5424669879187,2211.0070993763647,79.80763623889574
485.0,1.0,468771.54301849403,1196291.177875735,1009.3454077429991,5522.102973151934,37.97710866543666
488.0,1.0,470138.64422409557,220694.5600065736,1046.8753478172837,5784.8090532877995,34.788945945298664
489.0,1.0,473547.13270632166,129497.74600283854,1293.6756965750048,3030.7325042152834,56.78657529832565
490.0,1.0,474602.63714471884,138832.62829617236,1006.6554589624398,5710.736896169727,31.490268206154617
492.0,1.0,474221.14482821745,1208466.3232423705,1023.2864441879376,5225.097323480924,40.61310861147651
493.0,1.0,474952.69370832754,876165.7678589533,1042.8033776261343,6041.1087457679505,34.835965738015716
495.0,1.0,476177.2141952227,251386.36023482043,1062.0838555048806,7250.190618419116,37.700345445171074
